Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000048126,Col6a3,Gene Expression,0.030244252698049843,5.088550830256722e-06,1.0708311838530675e-05,68,0.03934047060579189,66
ENSMUSG00000017119,Nbr1,Gene Expression,0.03024189184758934,6.799450517291916e-06,1.4225185557906287e-05,6217,2.5242060569940103,1982
ENSMUSG00000018861,Fdxr,Gene Expression,0.03022089494217624,6.858911302698445e-06,1.4348032810487548e-05,1108,0.49549669596687895,826
ENSMUSG00000033454,Zbtb1,Gene Expression,0.03021823452273012,6.911858243308089e-06,1.4457228785613719e-05,1668,0.6403754457498774,1038
ENSMUSG00000055491,Pprc1,Gene Expression,0.03020931177873673,6.945573784111758e-06,1.4526180035678238e-05,1392,0.552494920159204,946
ENSMUSG00000054277,Arfgap3,Gene Expression,0.030204106187518818,6.989438302795747e-06,1.4616339964956052e-05,1751,0.7143822394211355,1114
ENSMUSG00000030060,Hmces,Gene Expression,0.030191558487157343,7.052903775894848e-06,1.4745872285125011e-05,2074,0.8438047185046375,1242
ENSMUSG00000006464,Bbs1,Gene Expression,0.030183221599592896,7.096515260096581e-06,1.4832245740726756e-05,2075,0.8406673399249407,1243
ENSMUSG00000064138,Fam172a,Gene Expression,0.030176281747976687,7.123283111365453e-06,1.4886584748503697e-05,2235,1.0281123734272999,1380
ENSMUSG00000025192,Entpd7,Gene Expression,0.030173088063912976,7.076561171492912e-06,1.4792137804140293e-05,911,0.34850249381701254,661
ENSMUSG00000022394,L3mbtl2,Gene Expression,0.030164736961308267,7.186898070221659e-06,1.5017908590317411e-05,1742,0.7010086809216726,1145
ENSMUSG00000001964,Emd,Gene Expression,0.030152592656293553,7.258469825410785e-06,1.5165828985246115e-05,3436,1.3699408429396278,1581
ENSMUSG00000078576,Gm12886,Gene Expression,0.03013650396485134,2.4396623286015995e-06,5.211650886753301e-06,17,0.010517116887725485,17
ENSMUSG00000004872,Pax3,Gene Expression,0.030132009901808275,4.5331249449720445e-06,9.560269609317676e-06,34,0.017158508670746492,34
ENSMUSG00000017453,Pipox,Gene Expression,0.03013196919691494,6.1917668059408015e-06,1.297769643978841e-05,113,0.05960313747861542,104
ENSMUSG00000025199,Chuk,Gene Expression,0.0301213298761526,7.41081786248543e-06,1.5479130844556725e-05,2593,1.0294889447299382,1363
ENSMUSG00000003848,Nob1,Gene Expression,0.030117336298665504,7.43352525889307e-06,1.5524884611493492e-05,2139,0.8440472931732388,1262
ENSMUSG00000040462,Os9,Gene Expression,0.030111878462002622,7.455244784404513e-06,1.5565206286308786e-05,5188,2.1214830878364883,1866
ENSMUSG00000037784,Dzip1l,Gene Expression,0.030110148347579337,7.450064155811731e-06,1.5556068358142922e-05,1916,0.8054654967907359,1176
ENSMUSG00000087260,Lamtor5,Gene Expression,0.030108347345772033,7.468772159402448e-06,1.559176686394349e-05,2009,0.8014891770327753,1222
ENSMUSG00000029676,Pot1a,Gene Expression,0.03010763094460687,7.437209973648606e-06,1.553090400453737e-05,1255,0.5270448916164072,894
ENSMUSG00000041130,Zfp598,Gene Expression,0.0300976512601593,7.52457141128815e-06,1.570486474884041e-05,5633,2.2813715216468973,1904
ENSMUSG00000071253,Slc25a16,Gene Expression,0.03009062239674338,7.569264692142141e-06,1.579644239429901e-05,2040,0.8053264295043632,1210
ENSMUSG00000026307,Scly,Gene Expression,0.030079028635364078,7.498866427146922e-06,1.5652902933679996e-05,793,0.30569367361398375,601
ENSMUSG00000020455,Trim11,Gene Expression,0.030068331449358353,7.69105372233625e-06,1.6045415225814045e-05,2346,0.9322875968585214,1308
ENSMUSG00000054474,Thnsl2,Gene Expression,0.03006824829922811,7.338968404324575e-06,1.5332367112219494e-05,391,0.15694274871091266,341
ENSMUSG00000039217,Il18,Gene Expression,0.03006378507019658,7.685397744428002e-06,1.6035344167134307e-05,1835,0.9288102878003702,1220
ENSMUSG00000025017,Pik3ap1,Gene Expression,0.030044759623228858,7.059255663355302e-06,1.4757558128686594e-05,204,0.10954814316693048,184
ENSMUSG00000020778,Ten1,Gene Expression,0.030031897368110655,7.890437693447439e-06,1.6456056713395285e-05,2713,1.0635199824446493,1443
ENSMUSG00000090523,Gypc,Gene Expression,0.03003127124025682,6.1369690207424554e-06,1.2865629345618892e-05,82,0.04363379591434653,76
ENSMUSG00000021681,Aggf1,Gene Expression,0.030029623949750704,7.898498077807403e-06,1.64693174013284e-05,3126,1.2873774058532417,1556
ENSMUSG00000102222,Pcdhga10,Gene Expression,0.030024088123158696,7.909302499831128e-06,1.64900691636212e-05,1724,0.68310723770421,1081
ENSMUSG00000029916,Agk,Gene Expression,0.030012133315296625,7.980933766749132e-06,1.6637620408718e-05,1775,0.7063113982954512,1129
ENSMUSG00000028954,Nub1,Gene Expression,0.030010002320536355,7.994205125205767e-06,1.6663491768955408e-05,5110,2.086362130497345,1867
ENSMUSG00000056459,Zbtb25,Gene Expression,0.030002974475154348,8.035405751449787e-06,1.6745764818227037e-05,2010,0.835037408954354,1252
ENSMUSG00000021947,Cryl1,Gene Expression,0.02999903248533063,8.01204345424189e-06,1.6698876136401623e-05,1161,0.47596699908564555,833
ENSMUSG00000002210,Smg9,Gene Expression,0.029986605201586337,8.12876788480743e-06,1.6936683474030297e-05,2825,1.1526736928318548,1462
ENSMUSG00000027881,Prpf38b,Gene Expression,0.029970647284087416,8.21365425562881e-06,1.7109864064039694e-05,4755,1.9209519307335163,1821
ENSMUSG00000038279,Nop2,Gene Expression,0.02996209579618412,8.270837116741703e-06,1.7223419765757605e-05,2913,1.1573923573229277,1466
ENSMUSG00000051550,Zfp579,Gene Expression,0.02995994563653107,8.135364415462476e-06,1.694860288169123e-05,708,0.28171326542503106,545
ENSMUSG00000000776,Polr3d,Gene Expression,0.029942828279028354,8.339631716758333e-06,1.7361074976625137e-05,1289,0.5067199787885265,914
ENSMUSG00000041747,Utp15,Gene Expression,0.029914775541359122,8.546541447218559e-06,1.778595227947626e-05,2583,1.0076772792767321,1365
ENSMUSG00000072082,Ccnf,Gene Expression,0.029896027186149508,8.267009675710923e-06,1.721730211411513e-05,374,0.14878373315268123,329
ENSMUSG00000054874,Pcnx3,Gene Expression,0.02989564727818833,8.656209817159422e-06,1.8008489828173415e-05,3391,1.4078886306355154,1604
ENSMUSG00000038371,Sbf2,Gene Expression,0.029877432764503917,8.757418869853595e-06,1.82131724846219e-05,3202,1.3728508614590462,1587
ENSMUSG00000039367,Sec24c,Gene Expression,0.029874504379046426,8.781623904718927e-06,1.826155016162913e-05,3685,1.4823416646830347,1667
ENSMUSG00000051557,Pusl1,Gene Expression,0.029872634283721,8.788666192138805e-06,1.827423102506395e-05,2343,0.9672792613550629,1332
ENSMUSG00000034663,Bmp2k,Gene Expression,0.029872260374758246,8.637159427893337e-06,1.7970789081667763e-05,729,0.3480734823517449,594
ENSMUSG00000044749,Abca6,Gene Expression,0.02987140846256268,8.119654188121217e-06,1.6919516296815097e-05,208,0.09419371769303467,199
ENSMUSG00000020888,Dvl2,Gene Expression,0.029869351651604818,8.73364226783302e-06,1.8167628202419067e-05,1113,0.47593234143386554,784
ENSMUSG00000061100,Retnla,Gene Expression,0.02986559983677921,4.156891564743859e-06,8.780197070609383e-06,31,0.013821262151554235,26
ENSMUSG00000028214,Gem,Gene Expression,0.02986311512414394,8.287423912456404e-06,1.725424718169514e-05,269,0.13599590180617166,248
ENSMUSG00000008301,Phax,Gene Expression,0.02985303074537426,8.903949010763412e-06,1.850797220797997e-05,4861,1.960000959998097,1855
ENSMUSG00000029502,Golga3,Gene Expression,0.02984924702798683,8.915810364662491e-06,1.853063711491231e-05,1769,0.6943339337008192,1107
ENSMUSG00000063838,Cdc42ep5,Gene Expression,0.02984014946240989,8.283634894690195e-06,1.7248214168500607e-05,244,0.11339676878023437,216
ENSMUSG00000025323,Sp4,Gene Expression,0.029838556670207805,8.983842470833281e-06,1.8668025286756756e-05,2359,0.977881320284394,1327
ENSMUSG00000037376,Trmt6,Gene Expression,0.029837611608343674,8.988003606935635e-06,1.867466671692274e-05,1989,0.7833299388264834,1198
ENSMUSG00000057174,Krtap19-9b,Gene Expression,0.029832591567111905,3.668161641767753e-06,7.773353492278751e-06,18,0.006763441256850968,18
ENSMUSG00000025364,Pa2g4,Gene Expression,0.029831701476683528,9.003125235329534e-06,1.8704077246816656e-05,6782,2.794288958445981,2035
ENSMUSG00000040505,Abcg5,Gene Expression,0.02982308701966478,3.571654745071484e-06,7.572988126068079e-06,21,0.012695167512759765,21
ENSMUSG00000009876,Cox4i2,Gene Expression,0.029822020210763026,8.481281687844344e-06,1.765215779986704e-05,237,0.11971513595975453,214
ENSMUSG00000028300,C9orf72,Gene Expression,0.029816224256367953,9.114785670671921e-06,1.8934020212413376e-05,1608,0.663378264108821,1070
ENSMUSG00000031323,Dmrtc1a,Gene Expression,0.02981181725882174,8.863866179043e-06,1.842861391242374e-05,406,0.16596264777785694,366
ENSMUSG00000038963,Slco4a1,Gene Expression,0.02981077620221607,7.0329096315546735e-06,1.4705658259302652e-05,75,0.03809555651487435,70
ENSMUSG00000038280,Ostm1,Gene Expression,0.029806345057252905,9.195895384506159e-06,1.909635878108844e-05,3246,1.2742864834472967,1575
ENSMUSG00000006920,Ezh1,Gene Expression,0.029798359405900823,9.23871438018864e-06,1.9183218957662076e-05,2130,0.8591360691550105,1270
ENSMUSG00000040188,Scamp2,Gene Expression,0.029772161218434946,9.364898460484383e-06,1.944105503189163e-05,1380,0.619896659366969,975
ENSMUSG00000068263,Efcc1,Gene Expression,0.029768960326993603,8.547403689496136e-06,1.778595227947626e-05,176,0.07667586052833912,165
ENSMUSG00000031520,Vegfc,Gene Expression,0.029750011439017805,9.16023913410946e-06,1.9026397737821862e-05,361,0.15294222389258394,318
ENSMUSG00000022255,Mtdh,Gene Expression,0.029747589662105133,9.573049603250894e-06,1.986464249647344e-05,3550,1.3861261127303128,1594
ENSMUSG00000028757,Ddost,Gene Expression,0.029735691484874725,9.637616049218423e-06,1.9994333810514033e-05,5508,2.2375054558741914,1869
ENSMUSG00000070605,Zfp992,Gene Expression,0.02973362802017627,7.874741479341196e-06,1.642509130288972e-05,129,0.05901476465045445,115
ENSMUSG00000028577,Plaa,Gene Expression,0.029732427980542746,9.66002567959201e-06,2.0038676916225167e-05,5450,2.196690503655637,1884
ENSMUSG00000074793,Hspa12b,Gene Expression,0.02972994591321002,9.461737380034307e-06,1.963787449361046e-05,673,0.35739114595789123,564
ENSMUSG00000035958,Tdp2,Gene Expression,0.029722197474761233,9.691297338632054e-06,2.009923760553076e-05,1323,0.5131312050232919,923
ENSMUSG00000030255,Sspn,Gene Expression,0.02971550963048156,9.319504217009111e-06,1.9348894497109787e-05,307,0.17464355487587888,283
ENSMUSG00000026887,Mrrf,Gene Expression,0.02971201798066551,9.7949881561199e-06,2.0307757745578774e-05,2132,0.8834772041592529,1253
ENSMUSG00000012777,Acp4,Gene Expression,0.029688999381484935,2.8368897102559743e-06,6.042871730641014e-06,17,0.009135250123445073,17
ENSMUSG00000091260,Vmn2r19,Gene Expression,0.029688512737856644,1.7417789281992668e-06,3.748543796542728e-06,19,0.011008929028819534,17
ENSMUSG00000020308,Tpgs1,Gene Expression,0.029681594999408773,1.0007905496545177e-05,2.0746972380197352e-05,5064,2.0082286217335668,1825
ENSMUSG00000040298,Btbd16,Gene Expression,0.02967851330291798,7.363208397892507e-06,1.5381348112696005e-05,56,0.03751239065909586,52
ENSMUSG00000052631,Sh2d6,Gene Expression,0.02963737272117155,7.780443756599809e-06,1.6230154961487495e-05,72,0.04364136417189266,69
ENSMUSG00000047434,Xxylt1,Gene Expression,0.02962941617162305,1.0328615386967499e-05,2.1400360275010175e-05,1333,0.5416513519669501,932
ENSMUSG00000024742,Fen1,Gene Expression,0.02962529546883826,1.0306855326103204e-05,2.1357561223979998e-05,856,0.33099246668071963,679
ENSMUSG00000025225,Nfkb2,Gene Expression,0.029618165650754324,9.389780033952633e-06,1.949061709932976e-05,156,0.08381202325672288,147
ENSMUSG00000051228,Nyx,Gene Expression,0.0296104748087305,8.366172102203251e-06,1.741445224500778e-05,73,0.03359425449728513,70
ENSMUSG00000026433,Rab29,Gene Expression,0.029597739884145633,1.0229460642330324e-05,2.1199456237992764e-05,480,0.22141966567575777,406
ENSMUSG00000045165,AI467606,Gene Expression,0.029590180558668928,8.900273416934112e-06,1.850231938602524e-05,103,0.051600270205272386,96
ENSMUSG00000031816,Mthfsd,Gene Expression,0.02958771776237054,1.0663754405504378e-05,2.2090020900805043e-05,2152,0.8401085887705388,1273
ENSMUSG00000004070,Hmox2,Gene Expression,0.02958708291792884,1.0665500772555347e-05,2.209127378256353e-05,4514,1.8219559067938673,1815
ENSMUSG00000049872,Calhm5,Gene Expression,0.029563472273348945,1.0172758230231338e-05,2.1084204484463623e-05,260,0.10470568188678961,235
ENSMUSG00000039148,Sart1,Gene Expression,0.029552572896453886,1.0917913761732123e-05,2.2599579325814532e-05,4842,1.939015512957938,1821
ENSMUSG00000045665,Mfsd5,Gene Expression,0.029551471173357033,1.0939752080219023e-05,2.2642361738652248e-05,3325,1.3383728458071926,1575
ENSMUSG00000034274,Thoc5,Gene Expression,0.029543599222271674,1.0985808481800419e-05,2.2735254597348058e-05,2525,1.0163184136389507,1369
ENSMUSG00000021364,Elovl2,Gene Expression,0.029530555182451693,1.0772978185524806e-05,2.2307007968441382e-05,478,0.22450750938277503,418
ENSMUSG00000022622,Acr,Gene Expression,0.029530306102476023,1.0469298794113513e-05,2.1689526845485998e-05,280,0.11397194412075981,254
ENSMUSG00000025423,Pias2,Gene Expression,0.029523575725291396,1.1100561630783545e-05,2.2967825155449925e-05,7007,2.811922418397273,2013
ENSMUSG00000026784,Pdss1,Gene Expression,0.029517550601740147,1.1145551157110134e-05,2.3055981399507784e-05,1277,0.5106748982126915,921
ENSMUSG00000032612,Usp4,Gene Expression,0.0295159263452872,1.1200849252990253e-05,2.3167895975188902e-05,3726,1.4976858874585666,1666
ENSMUSG00000006389,Mpl,Gene Expression,0.029502951764814673,8.75208837958219e-06,1.820404281187388e-05,69,0.026035236288575615,66
ENSMUSG00000026788,Zbtb43,Gene Expression,0.02949443881765919,1.1361969209477962e-05,2.3493624120292503e-05,2650,1.062638988300493,1432
ENSMUSG00000042447,Mios,Gene Expression,0.029494172263288404,1.1354184103584686e-05,2.348003534650255e-05,2071,0.8364303003669161,1250
ENSMUSG00000104346,Pcdhga3,Gene Expression,0.029486793189483572,1.133643019235464e-05,2.3445826342037728e-05,1196,0.47692152881497096,829
ENSMUSG00000026017,Carf,Gene Expression,0.02947765788736842,1.1402509710656261e-05,2.3574932470151707e-05,1169,0.46905405843467163,836
ENSMUSG00000021993,Mipep,Gene Expression,0.02945422622789157,1.167588027595201e-05,2.4129820066234868e-05,2423,0.9111709868713956,1302
ENSMUSG00000012296,Tjap1,Gene Expression,0.029448788507879124,1.1602325387105594e-05,2.3980369634867826e-05,1078,0.48461997980921745,811
ENSMUSG00000038037,Socs1,Gene Expression,0.029441937588765003,1.0835120309415913e-05,2.2432999703414653e-05,205,0.09002523916583972,190
ENSMUSG00000002617,Zfp40,Gene Expression,0.02943756926477333,1.1585380355505492e-05,2.395046262576031e-05,581,0.23018366105956695,480
ENSMUSG00000029203,Ube2k,Gene Expression,0.02942193344427291,1.1845360874396249e-05,2.4469622506545283e-05,9462,3.750139567891943,2090
ENSMUSG00000060538,Tmem219,Gene Expression,0.029418283093413922,1.183858051367892e-05,2.445822676424837e-05,1016,0.4610849422179373,785
ENSMUSG00000052139,Babam2,Gene Expression,0.029408143335787014,1.2051650677413761e-05,2.4893109607141753e-05,2895,1.1307572527009038,1457
ENSMUSG00000020700,Map3k3,Gene Expression,0.02940433561804805,1.2067183568831297e-05,2.4922533236288498e-05,3779,1.6169718538859181,1702
ENSMUSG00000058503,Fam133b,Gene Expression,0.029400142746697302,1.209741852981061e-05,2.498231174782787e-05,2264,0.8800286513357296,1265
ENSMUSG00000058022,Adtrp,Gene Expression,0.02939295281833053,5.8614533766654375e-06,1.2298693022360354e-05,33,0.02140864856435294,32
ENSMUSG00000018040,Rrp7a,Gene Expression,0.029384633364205694,1.2237510439438992e-05,2.526622234332907e-05,3172,1.2677971159429788,1555
ENSMUSG00000020003,Pex7,Gene Expression,0.029380239492381142,1.2265302430813918e-05,2.5318200815051834e-05,2661,1.0933243659283847,1400
ENSMUSG00000026311,Asb1,Gene Expression,0.029376012197478426,1.2285190780669808e-05,2.5356549913344935e-05,2149,0.8946690267077748,1287
ENSMUSG00000031221,Igbp1,Gene Expression,0.029368391504705334,1.2362423802425582e-05,2.551051667994667e-05,2478,1.0139194998390717,1370
ENSMUSG00000062901,Klhl24,Gene Expression,0.02935105805306094,1.2512076727144716e-05,2.581658053350086e-05,4087,1.6664174232811313,1753
ENSMUSG00000020255,D10Wsu102e,Gene Expression,0.029345606207118784,1.2556679308106666e-05,2.5903086874584823e-05,2621,1.0706139305892717,1429
ENSMUSG00000096210,H1f0,Gene Expression,0.0293399467045932,1.257222292672111e-05,2.593238734575857e-05,6547,2.6705578614182315,1995
ENSMUSG00000030421,Uri1,Gene Expression,0.029339794091013352,1.2612054892224833e-05,2.601177515446392e-05,3173,1.2796155582904343,1543
ENSMUSG00000032504,Pdcd6ip,Gene Expression,0.02933106948345762,1.2659375176582444e-05,2.6106588706012728e-05,5923,2.3744555711425748,1934
ENSMUSG00000058388,Phtf1,Gene Expression,0.029328936545096843,1.2705181007932609e-05,2.6195468023174072e-05,2818,1.0767647796634312,1435
ENSMUSG00000032018,Sc5d,Gene Expression,0.029319456651991798,1.2776448097051585e-05,2.6339599826796874e-05,2503,1.0532257626235002,1392
ENSMUSG00000058709,Egln2,Gene Expression,0.029313940055243844,1.2790254404926316e-05,2.6365253860687482e-05,6676,2.7928040285661084,2020
ENSMUSG00000032869,Psmf1,Gene Expression,0.02931088893234487,1.283640261817709e-05,2.645756347502003e-05,1964,0.8035131184738458,1218
ENSMUSG00000063230,Olfr535,Gene Expression,0.0293048076847446,4.957255157034268e-06,1.043768923935667e-05,28,0.010170591170935057,26
ENSMUSG00000020447,Npc1l1,Gene Expression,0.02930045901044231,1.2138660035354576e-05,2.5064804631261392e-05,247,0.0944509038501517,225
ENSMUSG00000048661,Lemd3,Gene Expression,0.029298280922387305,1.2964646834312532e-05,2.6716201207285286e-05,2681,1.05852146313587,1422
ENSMUSG00000047631,Apof,Gene Expression,0.029291995725960907,8.253692327819806e-06,1.7191416847268205e-05,33,0.02285456051805014,32
ENSMUSG00000018565,Elp5,Gene Expression,0.02929152334671642,1.3028729094477498e-05,2.684539666059716e-05,3156,1.2710461648985285,1555
ENSMUSG00000045438,Cox19,Gene Expression,0.02928914042558547,1.304626982578938e-05,2.687867706469457e-05,3616,1.4395824120738105,1649
ENSMUSG00000030002,Dusp11,Gene Expression,0.029284897247516706,1.30634394581719e-05,2.6911185905316434e-05,3646,1.5893124670227943,1694
ENSMUSG00000026427,Eif2d,Gene Expression,0.029282609028677867,1.3089648873254589e-05,2.6962308142120575e-05,2004,0.8086422013570786,1226
ENSMUSG00000019804,Snx3,Gene Expression,0.029280100874315484,1.2876439142051055e-05,2.6537257750476253e-05,15784,6.348746354974171,2258
ENSMUSG00000020883,Fbxl20,Gene Expression,0.029274488901867134,1.3152556361362144e-05,2.708612011334258e-05,2077,0.8263819731687649,1259
ENSMUSG00000031861,Lpar2,Gene Expression,0.02927424095465327,1.2255194066668196e-05,2.5300033665261674e-05,212,0.08572300051268794,187
ENSMUSG00000042213,Zfand4,Gene Expression,0.02926378131329849,1.3105822772363496e-05,2.699275035023184e-05,765,0.3410391232795656,632
ENSMUSG00000054676,1600014C10Rik,Gene Expression,0.02926310935690171,1.3262069791020181e-05,2.7305838344060276e-05,2006,0.7900959591015824,1213
ENSMUSG00000098112,Bin2,Gene Expression,0.029262693574058425,1.2704459252610434e-05,2.6195468023174072e-05,304,0.15548382524096055,278
ENSMUSG00000035086,Becn1,Gene Expression,0.029258021242287654,1.3302318971897265e-05,2.7385795398314453e-05,5597,2.192282798860664,1879
ENSMUSG00000048647,Exd1,Gene Expression,0.029249079697756288,1.1594223815913907e-05,2.396618449963319e-05,117,0.05337298583714949,111
ENSMUSG00000029047,Pex10,Gene Expression,0.02924403846188951,1.3395408430261213e-05,2.757157455247979e-05,1507,0.6067452504036928,1022
ENSMUSG00000021668,Polk,Gene Expression,0.029243400350042532,1.3322186159125948e-05,2.7423779018339042e-05,1188,0.5342944016091098,854
ENSMUSG00000059278,Naa38,Gene Expression,0.02923848584337477,1.341249446684678e-05,2.7603806542850034e-05,8861,3.532232125364997,2103
ENSMUSG00000022364,Tbc1d31,Gene Expression,0.029235352208923097,1.3204559511148517e-05,2.7190320883139615e-05,600,0.24252987741829823,488
ENSMUSG00000079428,Tceal7,Gene Expression,0.029226381079931356,1.1728149273526611e-05,2.423525304231575e-05,129,0.05439719553090164,122
ENSMUSG00000049922,Slc35c1,Gene Expression,0.02921941174444727,1.355606318620417e-05,2.7893347663947167e-05,930,0.3751395209102921,727
ENSMUSG00000005124,Ccn4,Gene Expression,0.029218593404913625,1.1116311768200049e-05,2.2997954387236196e-05,82,0.033499592149526365,75
ENSMUSG00000029823,Luc7l2,Gene Expression,0.029216520909396648,1.3658988085696322e-05,2.8099153548888617e-05,6204,2.6090402014304965,1969
ENSMUSG00000006270,Vax1,Gene Expression,0.0292058992752879,9.194058064432298e-06,1.9094592365625007e-05,39,0.01863794685448753,39
ENSMUSG00000053746,Ptrh1,Gene Expression,0.029192350436306518,1.3762799699668093e-05,2.8309704484266258e-05,894,0.3608839592128357,707
ENSMUSG00000001632,Brpf1,Gene Expression,0.02917723154307416,1.4052304549982964e-05,2.8899064575055293e-05,2623,1.0390870120944626,1376
ENSMUSG00000052214,Opa3,Gene Expression,0.029168413684466182,1.4150363676801447e-05,2.909454291048253e-05,3124,1.2579384862937717,1563
ENSMUSG00000036026,Tmem63b,Gene Expression,0.029148985386756313,1.4262991755442656e-05,2.931988702478503e-05,1300,0.5025776779316904,911
ENSMUSG00000027828,Ssr3,Gene Expression,0.029135291281089333,1.4440480401223255e-05,2.967843847965935e-05,4681,2.005881110504358,1871
ENSMUSG00000048478,Spata33,Gene Expression,0.029134221472346646,1.410770624077351e-05,2.9009917242742426e-05,554,0.21606495487558602,446
ENSMUSG00000026641,Usf1,Gene Expression,0.029129852189867085,1.4499787385213736e-05,2.979399930756596e-05,2952,1.2117110363977577,1493
ENSMUSG00000048138,Dmrt2,Gene Expression,0.02912024450196869,1.1064260598603326e-05,2.2895163719436652e-05,79,0.032035022784622155,76
ENSMUSG00000028964,Park7,Gene Expression,0.029117815510817956,1.4486231001864525e-05,2.9769304698745065e-05,10906,4.341909066408652,2154
ENSMUSG00000025873,Faf2,Gene Expression,0.02911149681074786,1.4692424924467318e-05,3.018341901680377e-05,3387,1.3683556623964217,1610
ENSMUSG00000006095,Tbcb,Gene Expression,0.029099925618948315,1.4803349513092812e-05,3.04048418358493e-05,3664,1.5137096112060318,1661
ENSMUSG00000040123,Zmym5,Gene Expression,0.02909334587642289,1.4860994272503092e-05,3.052000012326009e-05,2135,0.8571824792850141,1303
ENSMUSG00000056481,Cd248,Gene Expression,0.02908730372919291,1.4188348797850026e-05,2.91695448779341e-05,344,0.1825573662394773,311
ENSMUSG00000026413,Pkp1,Gene Expression,0.02907031064589945,9.76593947488169e-06,2.0251871058498764e-05,43,0.021935968848192038,43
ENSMUSG00000058440,Nrf1,Gene Expression,0.029063857296458995,1.511965972977869e-05,3.104133832916159e-05,1839,0.7635519607678453,1174
ENSMUSG00000038482,Tfdp1,Gene Expression,0.02906261205129756,1.5149385929502657e-05,3.109906826219746e-05,2088,0.8337795653476683,1239
ENSMUSG00000026977,March7,Gene Expression,0.029059105294432314,1.5211818730209714e-05,3.122391982043046e-05,3272,1.3016575455140804,1555
ENSMUSG00000002930,Ppp1r17,Gene Expression,0.029052107615808634,1.0880464743623364e-05,2.2524470872764157e-05,37,0.015612355933757965,35
ENSMUSG00000069920,B3gnt9,Gene Expression,0.0290509181440046,1.3934341366539371e-05,2.8659514733262823e-05,164,0.08201972506043538,159
ENSMUSG00000029171,Pgm2,Gene Expression,0.0290432541020109,1.5070733692112981e-05,3.094417383658041e-05,679,0.29019734426791194,552
ENSMUSG00000026295,Spp2,Gene Expression,0.029040306249861852,5.973535355918713e-06,1.2527075878601964e-05,26,0.018878481235513993,23
ENSMUSG00000035711,Dok3,Gene Expression,0.029038954909879806,1.5268527689737965e-05,3.133367421546226e-05,899,0.3403350569933454,679
ENSMUSG00000068885,Lce3f,Gene Expression,0.029034156812399528,8.964023396007548e-06,1.8628842435517404e-05,34,0.01846066929264468,34
ENSMUSG00000020682,Mmp28,Gene Expression,0.029019597452667672,1.438215492322037e-05,2.956170600893899e-05,207,0.10032943638293818,197
ENSMUSG00000022978,Mis18a,Gene Expression,0.029007086021329582,1.5398709873215566e-05,3.1597479956151804e-05,538,0.222664935704336,459
ENSMUSG00000029681,Bcl7b,Gene Expression,0.028995254733286194,1.5868597700974263e-05,3.255131468192219e-05,4094,1.639568685375178,1708
ENSMUSG00000047777,Phf13,Gene Expression,0.028974178869278253,1.598333604047042e-05,3.277278226903831e-05,1123,0.4323439109934589,819
ENSMUSG00000001750,Tcirg1,Gene Expression,0.02897233122267783,1.558987051653027e-05,3.19829507299792e-05,429,0.20026857095685566,381
ENSMUSG00000057329,Bcl2,Gene Expression,0.028970424075635156,1.600295170556265e-05,3.280952658184643e-05,1103,0.45757151813553265,798
ENSMUSG00000037720,Tmem33,Gene Expression,0.028969714995870477,1.612849326915189e-05,3.3063411201761374e-05,4714,1.8913712624346735,1790
ENSMUSG00000057147,Dph6,Gene Expression,0.028966667388939937,1.5975979064997148e-05,3.2761168471529594e-05,1049,0.4122905002680697,765
ENSMUSG00000038007,Acer2,Gene Expression,0.028966536344419556,1.4743802356553815e-05,3.028575132194347e-05,211,0.11450690419721621,192
ENSMUSG00000033055,Ankrd54,Gene Expression,0.028965575884190176,1.5922017960079415e-05,3.265743418796575e-05,651,0.28032128869104705,544
ENSMUSG00000001158,Snrnp27,Gene Expression,0.02896185194393775,1.6194945797520788e-05,3.319612234653345e-05,6038,2.4938299363173675,1946
ENSMUSG00000026394,Atp6v1g3,Gene Expression,0.028952252549755936,9.665258569713231e-06,2.0047383048348387e-05,30,0.012593756388151753,29
ENSMUSG00000030753,Thap12,Gene Expression,0.02894987684148859,1.632373503279716e-05,3.3449483307358176e-05,5396,2.2870312963100345,1941
ENSMUSG00000043183,Simc1,Gene Expression,0.02894455707693962,1.620275144831318e-05,3.320860474769717e-05,806,0.33510635716212894,642
ENSMUSG00000038535,Zfp280d,Gene Expression,0.028940237003453557,1.645588335663639e-05,3.370956438209246e-05,2340,0.9019351346264326,1294
ENSMUSG00000038241,Cep250,Gene Expression,0.02893908674655587,1.6442653570480914e-05,3.368602920770132e-05,1970,0.8293475492451354,1219
ENSMUSG00000068922,Msto1,Gene Expression,0.028929489659138267,1.6572644223611377e-05,3.3945153579099004e-05,2215,0.8928616566353076,1280
ENSMUSG00000042505,Sdhaf3,Gene Expression,0.028918184349687966,1.6632950616823905e-05,3.4065071471772274e-05,1489,0.5993525720851817,1008
ENSMUSG00000068855,Hist2h2ac,Gene Expression,0.028899661985028812,1.677321847370905e-05,3.434871152415001e-05,1094,0.4652253807021235,823
ENSMUSG00000030074,Gxylt2,Gene Expression,0.028896733506355937,1.4623958382919966e-05,3.0045954201748294e-05,114,0.0538276424510044,106
ENSMUSG00000060743,H3f3a,Gene Expression,0.02888240442698148,1.709309296171746e-05,3.499635368124802e-05,2920,1.2190610455600597,1506
